,Unnamed: 0,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,maturity,optType
152,152,AMD250919C00160000,2025-07-08 16:27:00+00:00,160.0,4.35,4.2,4.25,0.75,20.833334,262,9545,0.4611870288085938,False,REGULAR,USD,9/19/2025,call
153,153,AMD250919C00165000,2025-07-08 16:23:31+00:00,165.0,3.4,3.35,3.4,0.58000016,20.56738,34,5443,0.4652153088378906,False,REGULAR,USD,9/19/2025,call
154,154,AMD250919C00170000,2025-07-08 16:23:31+00:00,170.0,2.67,2.65,2.7,0.4000001,17.62115,305,4756,0.4682670361328125,False,REGULAR,USD,9/19/2025,call
155,155,AMD250919C00175000,2025-07-08 16:09:25+00:00,175.0,2.15,2.11,2.16,0.31000006,16.84783,74,7608,0.472661523,False,REGULAR,USD,9/19/2025,call
156,156,AMD251017C00100000,2025-07-08 14:34:01+00:00,100.0,40.3,40.5,40.75,1.75,4.539559,14,2314,0.5867961242675781,True,REGULAR,USD,10/17/2025,call
157,157,AMD251017C00115000,2025-07-08 14:42:46+00:00,115.0,27.67,27.8,27.95,2.1299992,8.339855,24,6372,0.5102588037109376,True,REGULAR,USD,10/17/2025,call
158,158,AMD251017C00120000,2025-07-08 15:51:07+00:00,120.0,23.66,24.0,24.15,1.7099991,7.790428,63,5395,0.4954884436035156,True,REGULAR,USD,10/17/2025,call
159,159,AMD251017C00125000,2025-07-08 16:34:43+00:00,125.0,20.85,20.55,20.7,2.6000004,14.246577,58,5561,0.4827932580566406,True,REGULAR,USD,10/17/2025,call
160,160,AMD251017C00130000,2025-07-08 15:15:23+00:00,130.0,17.3,17.4,17.55,1.6799994,10.755438,288,5209,0.4718070397949219,True,REGULAR,USD,10/17/2025,call
161,161,AMD251017C00135000,2025-07-08 16:44:31+00:00,135.0,14.8,14.6,14.75,1.6900005,12.890928,238,2737,0.4635673760986328,True,REGULAR,USD,10/17/2025,call
162,162,AMD251017C00140000,2025-07-08 16:48:00+00:00,140.0,12.35,12.25,12.35,1.4900007,13.720081,151,5509,0.4592339233398438,False,REGULAR,USD,10/17/2025,call
163,163,AMD251017C00145000,2025-07-08 16:41:01+00:00,145.0,10.2,10.2,10.25,1.1999998,13.333332,175,3168,0.4554497814941406,False,REGULAR,USD,10/17/2025,call
164,164,AMD251017C00150000,2025-07-08 16:46:20+00:00,150.0,8.4,8.45,8.5,0.9999995,13.513507,151,4917,0.4542901251220703,False,REGULAR,USD,10/17/2025,call
165,165,AMD251017C00155000,2025-07-08 16:46:07+00:00,155.0,6.9,6.95,7.0,0.8499999,14.049585,602,5673,0.4532525378417968,False,REGULAR,USD,10/17/2025,call
166,166,AMD251017C00160000,2025-07-08 16:09:00+00:00,160.0,5.8,5.7,5.75,0.8500004,17.171726,88,3955,0.4530694342041016,False,REGULAR,USD,10/17/2025,call
167,167,AMD251017C00165000,2025-07-08 16:46:07+00:00,165.0,4.67,4.65,4.7,0.5700002,13.902443,13,1213,0.4530083996582031,False,REGULAR,USD,10/17/2025,call
168,168,AMD251017C00170000,2025-07-08 16:21:30+00:00,170.0,3.8,3.85,3.9,0.45000005,13.4328375,33,2747,0.4564873687744141,False,REGULAR,USD,10/17/2025,call
169,169,AMD251017C00175000,2025-07-08 15:48:41+00:00,175.0,3.2,3.15,3.25,0.46000004,16.788322,52,1170,0.4606987524414063,False,REGULAR,USD,10/17/2025,call
170,170,AMD251121C00105000,2025-07-07 16:41:37+00:00,105.0,35.59,37.6,37.85,0.0,0.0,13,1228,0.5570112658691408,True,REGULAR,USD,11/21/2025,call
171,171,AMD251121C00125000,2025-07-08 16:44:07+00:00,125.0,23.13,23.1,23.2,2.0299988,9.620847,20,6022,0.5001881036376954,True,REGULAR,USD,11/21/2025,call
172,172,AMD251121C00130000,2025-07-08 16:44:07+00:00,130.0,20.17,20.1,20.25,1.9500008,10.702529,30,4258,0.4923146472167969,True,REGULAR,USD,11/21/2025,call
173,173,AMD251121C00135000,2025-07-08 16:34:35+00:00,135.0,17.63,17.35,17.5,1.8799992,11.936502,39,2870,0.4834646380615235,True,REGULAR,USD,11/21/2025,call
174,174,AMD251121C00140000,2025-07-08 16:32:50+00:00,140.0,15.25,15.05,15.15,1.6300001,11.967696,107,1945,0.4796194616699218,False,REGULAR,USD,11/21/2025,call
175,175,AMD251121C00145000,2025-07-08 16:27:16+00:00,145.0,13.21,12.95,13.05,1.6099997,13.879307,26,2507,0.4762625616455078,False,REGULAR,USD,11/21/2025,call
176,176,AMD251121C00150000,2025-07-08 16:44:44+00:00,150.0,11.2,11.15,11.2,1.25,12.562815,39,3902,0.473638076171875,False,REGULAR,USD,11/21/2025,call
177,177,AMD251121C00155000,2025-07-08 16:52:35+00:00,155.0,9.6,9.55,9.6,1.0300007,12.018679,87,1540,0.4721732470703125,False,REGULAR,USD,11/21/2025,call
178,178,AMD251121C00160000,2025-07-08 16:46:28+00:00,160.0,8.2,8.15,8.3,0.8499999,11.564625,42,1673,0.4741263525390625,False,REGULAR,USD,11/21/2025,call
179,179,AMD251121C00165000,2025-07-08 16:46:28+00:00,165.0,7.0,7.0,7.1,0.8499999,13.821136,84,3360,0.4738211798095704,False,REGULAR,USD,11/21/2025,call
180,180,AMD251121C00170000,2025-07-08 15:51:36+00:00,170.0,6.0,6.0,6.1,0.6999998,13.207543,99,3816,0.475041871,False,REGULAR,USD,11/21/2025,call
181,181,AMD251121C00175000,2025-07-08 16:30:18+00:00,175.0,5.3,5.15,5.25,0.75,16.483517,60,1782,0.4768729071044921,False,REGULAR,USD,11/21/2025,call
182,182,AMD251219C00110000,2025-07-08 14:40:23+00:00,110.0,34.6,34.65,34.85,1.699997,5.167164,15,2257,0.5295457202148439,True,REGULAR,USD,12/19/2025,call
183,183,AMD251219C00120000,2025-07-08 16:22:08+00:00,120.0,27.6,27.6,27.75,1.6000004,6.153847,28,5952,0.5046436254882812,True,REGULAR,USD,12/19/2025,call
184,184,AMD251219C00125000,2025-07-08 14:50:00+00:00,125.0,24.91,24.35,24.55,2.5599995,11.454136,23,5303,0.4964649963378906,True,REGULAR,USD,12/19/2025,call
185,185,AMD251219C00130000,2025-07-08 15:46:31+00:00,130.0,21.45,21.45,21.65,1.8000011,9.160312,43,4661,0.4887746435546876,True,REGULAR,USD,12/19/2025,call
186,186,AMD251219C00135000,2025-07-08 16:20:00+00:00,135.0,18.55,18.85,19.0,1.4499989,8.479525,143,4285,0.4821218780517579,True,REGULAR,USD,12/19/2025,call
187,187,AMD251219C00140000,2025-07-08 16:32:59+00:00,140.0,16.7,16.5,16.6,1.8000011,12.080545,258,4951,0.4764456652832031,False,REGULAR,USD,12/19/2025,call
188,188,AMD251219C00145000,2025-07-08 16:25:18+00:00,145.0,14.6,14.35,14.5,1.6000004,12.307694,90,2721,0.4731497998046875,False,REGULAR,USD,12/19/2025,call
189,189,AMD251219C00150000,2025-07-08 16:29:19+00:00,150.0,12.72,12.55,12.65,1.3699999,12.070483,118,8687,0.4711051425170898,False,REGULAR,USD,12/19/2025,call
190,190,AMD251219C00160000,2025-07-08 16:39:36+00:00,160.0,9.4,9.45,9.55,0.8999996,10.588231,48,4486,0.4679008288574219,False,REGULAR,USD,12/19/2025,call
191,191,AMD251219C00165000,2025-07-08 16:37:55+00:00,165.0,8.15,8.15,8.25,0.8999996,12.413788,25,5670,0.4661308270263672,False,REGULAR,USD,12/19/2025,call
192,192,AMD251219C00170000,2025-07-08 16:47:47+00:00,170.0,7.15,7.1,7.2,0.8000002,12.800002,13,4334,0.4673515179443359,False,REGULAR,USD,12/19/2025,call
193,193,AMD260116C00100000,2025-07-08 16:17:37+00:00,100.0,43.0,43.55,43.85,2.0999985,5.1344705,19,11212,0.5637250659179689,True,REGULAR,USD,1/16/2026,call
194,194,AMD260116C00110000,2025-07-08 16:23:23+00:00,110.0,35.9,35.7,35.9,2.4900017,7.4528637,54,9638,0.5256395092773438,True,REGULAR,USD,1/16/2026,call
195,195,AMD260116C00115000,2025-07-08 16:30:51+00:00,115.0,32.49,32.1,32.35,2.6900024,9.0268545,38,6306,0.5128222546386718,True,REGULAR,USD,1/16/2026,call
196,196,AMD260116C00120000,2025-07-08 15:48:24+00:00,120.0,28.85,28.35,28.9,2.2299995,8.377158,89,12525,0.5026294854736328,True,REGULAR,USD,1/16/2026,call
197,197,AMD260116C00125000,2025-07-08 16:39:50+00:00,125.0,25.6,25.65,25.85,1.8999996,8.016876,181,8789,0.4950612017822265,True,REGULAR,USD,1/16/2026,call
198,198,AMD260116C00130000,2025-07-08 16:10:52+00:00,130.0,22.7,22.7,22.9,1.8000011,8.612446,309,15522,0.4850515362548828,True,REGULAR,USD,1/16/2026,call
199,199,AMD260116C00135000,2025-07-08 16:23:08+00:00,135.0,20.28,20.1,20.25,1.8000011,9.740267,93,6389,0.4778494598388672,True,REGULAR,USD,1/16/2026,call
200,200,AMD260116C00140000,2025-07-08 16:34:22+00:00,140.0,18.0,17.8,17.95,1.8500004,11.455111,218,19437,0.4745535943603516,False,REGULAR,USD,1/16/2026,call
201,201,AMD260116C00145000,2025-07-08 16:09:34+00:00,145.0,15.5,15.65,15.8,1.3000002,9.154931,160,3433,0.4700370379638672,False,REGULAR,USD,1/16/2026,call
202,202,AMD260116C00150000,2025-07-08 16:38:58+00:00,150.0,13.81,13.75,13.9,1.29,10.303514,1622,19620,0.4669853106689453,False,REGULAR,USD,1/16/2026,call
203,203,AMD260116C00155000,2025-07-08 15:28:33+00:00,155.0,12.1,12.05,12.2,1.1600008,10.603298,40,5461,0.46442186,False,REGULAR,USD,1/16/2026,call
204,204,AMD260116C00160000,2025-07-08 16:44:22+00:00,160.0,10.7,10.6,10.7,1.0999994,11.458326,126,15184,0.4626518579101563,False,REGULAR,USD,1/16/2026,call
205,205,AMD260116C00165000,2025-07-08 15:39:47+00:00,165.0,9.3,9.25,9.4,0.9499998,11.377243,164,6802,0.462041512,False,REGULAR,USD,1/16/2026,call
206,206,AMD260116C00170000,2025-07-08 16:39:03+00:00,170.0,8.2,8.15,8.25,0.8499999,11.564625,283,8339,0.4616447879028321,False,REGULAR,USD,1/16/2026,call
207,207,AMD260116C00175000,2025-07-08 15:39:08+00:00,175.0,7.15,7.15,7.25,0.7000003,10.852718,801,5054,0.4618584088134766,False,REGULAR,USD,1/16/2026,call
208,208,AMD260220C00135000,2025-07-07 19:33:07+00:00,135.0,20.44,22.1,22.3,0.0,0.0,16,586,0.4882253326416016,True,REGULAR,USD,2/20/2026,call
209,209,AMD260220C00140000,2025-07-08 15:46:08+00:00,140.0,20.05,19.7,19.9,1.9499989,10.773474,61,5711,0.4819082571411133,False,REGULAR,USD,2/20/2026,call
210,210,AMD260220C00150000,2025-07-08 15:17:38+00:00,150.0,16.15,15.75,15.85,1.75,12.152778,40,889,0.474614629,False,REGULAR,USD,2/20/2026,call
211,211,AMD260220C00155000,2025-07-08 14:30:31+00:00,155.0,14.2,14.0,14.15,1.3499994,10.505832,60,687,0.4727225579833984,False,REGULAR,USD,2/20/2026,call
212,212,AMD260320C00100000,2025-07-07 18:25:48+00:00,100.0,42.55,45.5,45.9,0.0,0.0,10,7526,0.5578047149658205,True,REGULAR,USD,3/20/2026,call
213,213,AMD260320C00120000,2025-07-08 15:42:24+00:00,120.0,31.2,31.55,31.7,1.8700008,6.3757277,16,6374,0.5051929364013672,True,REGULAR,USD,3/20/2026,call
214,214,AMD260320C00125000,2025-07-08 15:47:04+00:00,125.0,28.55,28.55,28.7,2.0999985,7.9395027,13,2981,0.4982044808959961,True,REGULAR,USD,3/20/2026,call
215,215,AMD260320C00145000,2025-07-08 15:06:59+00:00,145.0,19.69,18.85,19.0,2.3900013,13.815037,16,725,0.4776663562011719,False,REGULAR,USD,3/20/2026,call
216,216,AMD260320C00150000,2025-07-08 15:29:13+00:00,150.0,16.8,16.9,17.05,1.2999992,8.387092,99,3062,0.4739737661743164,False,REGULAR,USD,3/20/2026,call
217,217,AMD260320C00160000,2025-07-08 16:17:55+00:00,160.0,13.45,13.6,13.8,1.0500002,8.467744,65,1732,0.4708304870605468,False,REGULAR,USD,3/20/2026,call
218,218,AMD260515C00150000,2025-07-08 14:33:57+00:00,150.0,19.5,19.5,19.7,1.3500004,7.4380183,16,161,0.481450498,False,REGULAR,USD,5/15/2026,call
219,219,AMD260515C00160000,2025-07-07 16:20:44+00:00,160.0,14.95,16.15,16.3,0.0,0.0,12,140,0.4762015270996094,False,REGULAR,USD,5/15/2026,call
220,220,AMD260618C00100000,2025-07-08 15:50:37+00:00,100.0,48.2,47.95,48.35,2.5499992,5.5859785,30,6578,0.5478866012573244,True,REGULAR,USD,6/18/2026,call
221,221,AMD260618C00105000,2025-07-08 15:52:08+00:00,105.0,44.5,44.6,45.0,2.5,5.952381,43,2795,0.5407150421142579,True,REGULAR,USD,6/18/2026,call
222,222,AMD260618C00110000,2025-07-08 15:54:27+00:00,110.0,41.1,41.15,41.35,2.3499985,6.0645123,44,3049,0.5255784747314454,True,REGULAR,USD,6/18/2026,call
223,223,AMD260618C00115000,2025-07-08 15:20:34+00:00,115.0,38.25,37.95,38.2,2.5,6.993007,10,1609,0.5166979483032227,True,REGULAR,USD,6/18/2026,call
224,224,AMD260618C00120000,2025-07-08 16:48:15+00:00,120.0,35.1,34.95,35.65,2.25,6.849315,10,4899,0.5135851864624023,True,REGULAR,USD,6/18/2026,call
225,225,AMD260618C00130000,2025-07-08 14:32:09+00:00,130.0,29.88,29.45,29.7,2.1799984,7.8700304,29,4572,0.4972889627075196,True,REGULAR,USD,6/18/2026,call
226,226,AMD260618C00135000,2025-07-08 16:47:36+00:00,135.0,27.05,27.1,27.45,1.7999992,7.12871,34,4499,0.4959156854248047,True,REGULAR,USD,6/18/2026,call
227,227,AMD260618C00140000,2025-07-08 16:50:32+00:00,140.0,24.9,24.8,25.0,1.7799988,7.6989565,132,3582,0.4879506771850587,False,REGULAR,USD,6/18/2026,call
228,228,AMD260618C00145000,2025-07-08 14:32:45+00:00,145.0,23.2,22.7,22.9,2.1000004,9.952608,13,2416,0.484105500793457,False,REGULAR,USD,6/18/2026,call
229,229,AMD260618C00150000,2025-07-08 15:46:13+00:00,150.0,21.05,20.85,21.0,1.7699986,9.18049,54,10364,0.4814810153198242,False,REGULAR,USD,6/18/2026,call
230,230,AMD260618C00160000,2025-07-08 15:51:32+00:00,160.0,17.35,17.45,17.6,1.1499996,7.0987625,18,5478,0.4766287689208984,False,REGULAR,USD,6/18/2026,call
231,231,AMD260618C00175000,2025-07-08 15:01:43+00:00,175.0,14.0,13.3,13.45,1.6999998,13.821136,22,1609,0.4710746252441406,False,REGULAR,USD,6/18/2026,call
